iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate
IRN,Asia,Iran,2/19/2020,2,2,0,2,2,0,0.024,0.024,0,0.024,0.024,0,0
IRN,Asia,Iran,2/20/2020,5,3,0,2,0,0,0.059,0.035,0,0.024,0,0,0
IRN,Asia,Iran,2/21/2020,18,13,0,4,2,0,0.212,0.153,0,0.047,0.024,0,0
IRN,Asia,Iran,2/22/2020,28,10,0,5,1,0,0.329,0.118,0,0.059,0.012,0,0
IRN,Asia,Iran,2/23/2020,43,15,0,8,3,0,0.506,0.176,0,0.094,0.035,0,0
IRN,Asia,Iran,2/24/2020,61,18,8.714,12,4,1.714,0.717,0.212,0.102,0.141,0.047,0.02,0
IRN,Asia,Iran,2/25/2020,95,34,13.571,16,4,2.286,1.117,0.4,0.16,0.188,0.047,0.027,0
IRN,Asia,Iran,2/26/2020,139,44,19.571,19,3,2.429,1.635,0.517,0.23,0.223,0.035,0.029,0
IRN,Asia,Iran,2/27/2020,245,106,34.286,26,7,3.429,2.881,1.247,0.403,0.306,0.082,0.04,4.94
IRN,Asia,Iran,2/28/2020,388,143,52.857,34,8,4.286,4.563,1.682,0.622,0.4,0.094,0.05,4.6
IRN,Asia,Iran,2/29/2020,593,205,80.714,43,9,5.429,6.974,2.411,0.949,0.506,0.106,0.064,4.62
IRN,Asia,Iran,3/1/2020,978,385,133.571,54,11,6.571,11.502,4.528,1.571,0.635,0.129,0.077,4.82
IRN,Asia,Iran,3/2/2020,1501,523,205.714,66,12,7.714,17.653,6.151,2.419,0.776,0.141,0.091,4.52
IRN,Asia,Iran,3/3/2020,2336,835,320.143,77,11,8.714,27.473,9.82,3.765,0.906,0.129,0.102,3.97
IRN,Asia,Iran,3/4/2020,2922,586,397.571,92,15,10.429,34.365,6.892,4.676,1.082,0.176,0.123,3.04
IRN,Asia,Iran,3/5/2020,3513,591,466.857,107,15,11.571,41.315,6.951,5.491,1.258,0.176,0.136,2.56
IRN,Asia,Iran,3/6/2020,4747,1234,622.714,124,17,12.857,55.828,14.513,7.324,1.458,0.2,0.151,2.65
IRN,Asia,Iran,3/7/2020,5823,1076,747.143,145,21,14.571,68.483,12.655,8.787,1.705,0.247,0.171,2.21
IRN,Asia,Iran,3/8/2020,6566,743,798.286,194,49,20,77.221,8.738,9.388,2.282,0.576,0.235,1.62
IRN,Asia,Iran,3/9/2020,7161,595,808.571,237,43,24.429,84.219,6.998,9.509,2.787,0.506,0.287,1.38
IRN,Asia,Iran,3/10/2020,8042,881,815.143,291,54,30.571,94.58,10.361,9.587,3.422,0.635,0.36,1.39
IRN,Asia,Iran,3/11/2020,9000,958,868.286,354,63,37.429,105.847,11.267,10.212,4.163,0.741,0.44,1.59
IRN,Asia,Iran,3/12/2020,10075,1075,937.429,429,75,46,118.489,12.643,11.025,5.045,0.882,0.541,1.62
IRN,Asia,Iran,3/13/2020,11364,1289,945.286,514,85,55.714,133.649,15.16,11.117,6.045,1,0.655,1.57
IRN,Asia,Iran,3/14/2020,12729,1365,986.571,611,97,66.571,149.702,16.053,11.603,7.186,1.141,0.783,1.56
IRN,Asia,Iran,3/15/2020,13938,1209,1053.143,724,113,75.714,163.921,14.219,12.386,8.515,1.329,0.89,1.4
IRN,Asia,Iran,3/16/2020,14991,1053,1118.571,853,129,88,176.305,12.384,13.155,10.032,1.517,1.035,1.26
IRN,Asia,Iran,3/17/2020,16169,1178,1161,988,135,99.571,190.159,13.854,13.654,11.62,1.588,1.171,1.18
IRN,Asia,Iran,3/18/2020,17361,1192,1194.429,1135,147,111.571,204.178,14.019,14.047,13.348,1.729,1.312,1.21
IRN,Asia,Iran,3/19/2020,18407,1046,1190.286,1284,149,122.143,216.48,12.302,13.999,15.101,1.752,1.436,1.14
IRN,Asia,Iran,3/20/2020,19644,1237,1182.857,1433,149,131.286,231.028,14.548,13.911,16.853,1.752,1.544,1.07
IRN,Asia,Iran,3/21/2020,20610,966,1125.857,1556,123,135,242.389,11.361,13.241,18.3,1.447,1.588,1.05
IRN,Asia,Iran,3/22/2020,21638,1028,1100,1685,129,137.286,254.479,12.09,12.937,19.817,1.517,1.615,1.15
IRN,Asia,Iran,3/23/2020,23049,1411,1151.143,1812,127,137,271.073,16.594,13.538,21.31,1.494,1.611,1.37
IRN,Asia,Iran,3/24/2020,24811,1762,1234.571,1934,122,135.143,291.795,20.722,14.519,22.745,1.435,1.589,1.55
IRN,Asia,Iran,3/25/2020,27017,2206,1379.429,2077,143,134.571,317.74,25.944,16.223,24.427,1.682,1.583,1.75
IRN,Asia,Iran,3/26/2020,29406,2389,1571.286,2234,157,135.714,345.836,28.096,18.479,26.273,1.846,1.596,1.81
IRN,Asia,Iran,3/27/2020,32332,2926,1812.571,2378,144,135,380.248,34.412,21.317,27.967,1.694,1.588,1.8
IRN,Asia,Iran,3/28/2020,35408,3076,2114,2517,139,137.286,416.424,36.176,24.862,29.602,1.635,1.615,1.75
IRN,Asia,Iran,3/29/2020,38309,2901,2381.571,2640,123,136.429,450.542,34.118,28.009,31.048,1.447,1.604,1.63
IRN,Asia,Iran,3/30/2020,41495,3186,2635.143,2757,117,135,488.011,37.47,30.991,32.424,1.376,1.588,1.54
IRN,Asia,Iran,3/31/2020,44605,3110,2827.714,2898,141,137.714,524.587,36.576,33.256,34.083,1.658,1.62,1.4
IRN,Asia,Iran,4/1/2020,47593,2988,2939.429,3036,138,137,559.728,35.141,34.57,35.706,1.623,1.611,1.3
IRN,Asia,Iran,4/2/2020,50468,2875,3008.857,3160,124,132.286,593.54,33.812,35.386,37.164,1.458,1.556,1.21
IRN,Asia,Iran,4/3/2020,53183,2715,2978.714,3294,134,130.857,625.471,31.93,35.032,38.74,1.576,1.539,1.08
IRN,Asia,Iran,4/4/2020,55743,2560,2905,3452,158,133.571,655.578,30.107,34.165,40.598,1.858,1.571,1.03
IRN,Asia,Iran,4/5/2020,58226,2483,2845.286,3603,151,137.571,684.78,29.202,33.463,42.374,1.776,1.618,1
IRN,Asia,Iran,4/6/2020,60500,2274,2715,3739,136,140.286,711.524,26.744,31.93,43.973,1.599,1.65,0.92
IRN,Asia,Iran,4/7/2020,62589,2089,2569.143,3872,133,139.143,736.092,24.568,30.215,45.538,1.564,1.636,0.85
IRN,Asia,Iran,4/8/2020,64586,1997,2427.571,3993,121,136.714,759.578,23.486,28.55,46.961,1.423,1.608,0.81
IRN,Asia,Iran,4/9/2020,66220,1634,2250.286,4110,117,135.714,778.795,19.217,26.465,48.337,1.376,1.596,0.78
IRN,Asia,Iran,4/10/2020,68192,1972,2144.143,4232,122,134,801.987,23.192,25.217,49.771,1.435,1.576,0.8
IRN,Asia,Iran,4/11/2020,70029,1837,2040.857,4357,125,129.286,823.592,21.604,24.002,51.241,1.47,1.52,0.81
IRN,Asia,Iran,4/12/2020,71686,1657,1922.857,4474,117,124.429,843.079,19.488,22.614,52.617,1.376,1.463,0.8
IRN,Asia,Iran,4/13/2020,73303,1617,1829,4585,111,120.857,862.097,19.017,21.51,53.923,1.305,1.421,0.79
IRN,Asia,Iran,4/14/2020,74877,1574,1755.429,4683,98,115.857,880.608,18.511,20.645,55.075,1.153,1.363,0.77
IRN,Asia,Iran,4/15/2020,76389,1512,1686.143,4777,94,112,898.39,17.782,19.83,56.181,1.106,1.317,0.78
IRN,Asia,Iran,4/16/2020,77995,1606,1682.143,4869,92,108.429,917.278,18.888,19.783,57.263,1.082,1.275,0.81
IRN,Asia,Iran,4/17/2020,79494,1499,1614.571,4958,89,103.714,934.907,17.629,18.989,58.31,1.047,1.22,0.78
IRN,Asia,Iran,4/18/2020,80868,1374,1548.429,5031,73,96.286,951.066,16.159,18.211,59.168,0.859,1.132,0.79
IRN,Asia,Iran,4/19/2020,82211,1343,1503.571,5118,87,92,966.861,15.795,17.683,60.191,1.023,1.082,0.79
IRN,Asia,Iran,4/20/2020,83505,1294,1457.429,5209,91,89.143,982.079,15.218,17.14,61.262,1.07,1.048,0.78
IRN,Asia,Iran,4/21/2020,84802,1297,1417.857,5297,88,87.714,997.333,15.254,16.675,62.297,1.035,1.032,0.77
IRN,Asia,Iran,4/22/2020,85996,1194,1372.429,5391,94,87.714,1011.375,14.042,16.141,63.402,1.106,1.032,0.74
IRN,Asia,Iran,4/23/2020,87026,1030,1290.143,5481,90,87.429,1023.489,12.114,15.173,64.461,1.058,1.028,0.73
IRN,Asia,Iran,4/24/2020,88194,1168,1242.857,5574,93,88,1037.226,13.737,14.617,65.554,1.094,1.035,0.76
IRN,Asia,Iran,4/25/2020,89328,1134,1208.571,5650,76,88.429,1050.562,13.337,14.214,66.448,0.894,1.04,0.81
IRN,Asia,Iran,4/26/2020,90481,1153,1181.429,5710,60,84.571,1064.122,13.56,13.894,67.154,0.706,0.995,0.83
IRN,Asia,Iran,4/27/2020,91472,991,1138.143,5806,96,85.286,1075.777,11.655,13.385,68.283,1.129,1.003,0.8
IRN,Asia,Iran,4/28/2020,92584,1112,1111.714,5877,71,82.857,1088.855,13.078,13.075,69.118,0.835,0.974,0.82
IRN,Asia,Iran,4/29/2020,93657,1073,1094.429,5957,80,80.857,1101.474,12.619,12.871,70.059,0.941,0.951,0.8
IRN,Asia,Iran,4/30/2020,94640,983,1087.714,6028,71,78.143,1113.035,11.561,12.792,70.894,0.835,0.919,0.8
IRN,Asia,Iran,5/1/2020,95646,1006,1064.571,6091,63,73.857,1124.866,11.831,12.52,71.635,0.741,0.869,0.8
IRN,Asia,Iran,5/2/2020,96448,802,1017.143,6156,65,72.286,1134.299,9.432,11.962,72.399,0.764,0.85,0.83
IRN,Asia,Iran,5/3/2020,97424,976,991.857,6203,47,70.429,1145.777,11.478,11.665,72.952,0.553,0.828,0.94
IRN,Asia,Iran,5/4/2020,98647,1223,1025,6277,74,67.286,1160.16,14.383,12.055,73.822,0.87,0.791,1.07
IRN,Asia,Iran,5/5/2020,99970,1323,1055.143,6340,63,66.143,1175.72,15.559,12.409,74.563,0.741,0.778,1.19
IRN,Asia,Iran,5/6/2020,101650,1680,1141.857,6418,78,65.857,1195.478,19.758,13.429,75.48,0.917,0.775,1.26
IRN,Asia,Iran,5/7/2020,103135,1485,1213.571,6486,68,65.429,1212.943,17.465,14.272,76.28,0.8,0.769,1.23
IRN,Asia,Iran,5/8/2020,104691,1556,1292.143,6541,55,64.286,1231.242,18.3,15.197,76.927,0.647,0.756,1.2
IRN,Asia,Iran,5/9/2020,106220,1529,1396,6589,48,61.857,1249.224,17.982,16.418,77.491,0.565,0.727,1.2
IRN,Asia,Iran,5/10/2020,107603,1383,1454.143,6640,51,62.429,1265.489,16.265,17.102,78.091,0.6,0.734,1.16
IRN,Asia,Iran,5/11/2020,109286,1683,1519.857,6685,45,58.286,1285.283,19.793,17.875,78.62,0.529,0.685,1.18
IRN,Asia,Iran,5/12/2020,110767,1481,1542.429,6733,48,56.143,1302.7,17.418,18.14,79.185,0.565,0.66,1.18
IRN,Asia,Iran,5/13/2020,112725,1958,1582.143,6783,50,52.143,1325.728,23.028,18.607,79.773,0.588,0.613,1.24
IRN,Asia,Iran,5/14/2020,114533,1808,1628.286,6854,71,52.571,1346.991,21.263,19.15,80.608,0.835,0.618,1.24
IRN,Asia,Iran,5/15/2020,116635,2102,1706.286,6902,48,51.571,1371.712,24.721,20.067,81.173,0.565,0.607,1.25
IRN,Asia,Iran,5/16/2020,118392,1757,1738.857,6937,35,49.714,1392.376,20.664,20.45,81.584,0.412,0.585,1.22
IRN,Asia,Iran,5/17/2020,120198,1806,1799.286,6988,51,49.714,1413.616,21.24,21.161,82.184,0.6,0.585,1.22
IRN,Asia,Iran,5/18/2020,122492,2294,1886.571,7057,69,53.143,1440.595,26.979,22.187,82.995,0.811,0.625,1.27
IRN,Asia,Iran,5/19/2020,124603,2111,1976.571,7119,62,55.143,1465.422,24.827,23.246,83.725,0.729,0.649,1.25
IRN,Asia,Iran,5/20/2020,126949,2346,2032,7183,64,57.143,1493.012,27.591,23.898,84.477,0.753,0.672,1.23
IRN,Asia,Iran,5/21/2020,129341,2392,2115.429,7249,66,56.429,1521.144,28.132,24.879,85.254,0.776,0.664,1.21
IRN,Asia,Iran,5/22/2020,131652,2311,2145.286,7300,51,56.857,1548.323,27.179,25.23,85.853,0.6,0.669,1.13
IRN,Asia,Iran,5/23/2020,133521,1869,2161.286,7359,59,60.286,1570.304,21.981,25.418,86.547,0.694,0.709,1.09
IRN,Asia,Iran,5/24/2020,135701,2180,2214.714,7417,58,61.286,1595.942,25.638,26.047,87.229,0.682,0.721,1.08
IRN,Asia,Iran,5/25/2020,137724,2023,2176,7451,34,56.286,1619.734,23.792,25.591,87.629,0.4,0.662,1.01
IRN,Asia,Iran,5/26/2020,139511,1787,2129.714,7508,57,55.571,1640.751,21.016,25.047,88.3,0.67,0.654,0.99
IRN,Asia,Iran,5/27/2020,141591,2080,2091.714,7564,56,54.429,1665.213,24.462,24.6,88.958,0.659,0.64,1.04
IRN,Asia,Iran,5/28/2020,143849,2258,2072.571,7627,63,54,1691.769,26.556,24.375,89.699,0.741,0.635,1.11
IRN,Asia,Iran,5/29/2020,146668,2819,2145.143,7677,50,53.857,1724.922,33.153,25.228,90.287,0.588,0.633,1.21
IRN,Asia,Iran,5/30/2020,148950,2282,2204.143,7734,57,53.571,1751.76,26.838,25.922,90.957,0.67,0.63,1.21
IRN,Asia,Iran,5/31/2020,151466,2516,2252.143,7797,63,54.286,1781.35,29.59,26.487,91.698,0.741,0.638,1.23
IRN,Asia,Iran,6/1/2020,154445,2979,2388.714,7878,81,61,1816.385,35.035,28.093,92.651,0.953,0.717,1.29
IRN,Asia,Iran,6/2/2020,157562,3117,2578.714,7942,64,62,1853.044,36.658,30.328,93.404,0.753,0.729,1.3
IRN,Asia,Iran,6/3/2020,160696,3134,2729.286,8012,70,64,1889.902,36.858,32.098,94.227,0.823,0.753,1.27
IRN,Asia,Iran,6/4/2020,164270,3574,2917.286,8071,59,63.429,1931.935,42.033,34.309,94.921,0.694,0.746,1.23
IRN,Asia,Iran,6/5/2020,167156,2886,2926.857,8134,63,65.286,1965.876,33.941,34.422,95.662,0.741,0.768,1.08
IRN,Asia,Iran,6/6/2020,169425,2269,2925,8209,75,67.857,1992.561,26.685,34.4,96.544,0.882,0.798,0.98
IRN,Asia,Iran,6/7/2020,171789,2364,2903.286,8281,72,69.143,2020.363,27.802,34.145,97.391,0.847,0.813,0.91
IRN,Asia,Iran,6/8/2020,173832,2043,2769.571,8351,70,67.571,2044.391,24.027,32.572,98.214,0.823,0.795,0.84
IRN,Asia,Iran,6/9/2020,175927,2095,2623.571,8425,74,69,2069.029,24.639,30.855,99.084,0.87,0.811,0.83
IRN,Asia,Iran,6/10/2020,177938,2011,2463.143,8506,81,70.571,2092.68,23.651,28.968,100.037,0.953,0.83,0.84
IRN,Asia,Iran,6/11/2020,180156,2218,2269.429,8584,78,73.286,2118.765,26.085,26.69,100.954,0.917,0.862,0.89
IRN,Asia,Iran,6/12/2020,182525,2369,2195.571,8659,75,75,2146.627,27.861,25.822,101.836,0.882,0.882,0.97
IRN,Asia,Iran,6/13/2020,184955,2430,2218.571,8730,71,74.429,2175.205,28.579,26.092,102.671,0.835,0.875,1.04
IRN,Asia,Iran,6/14/2020,187427,2472,2234,8837,107,79.429,2204.278,29.073,26.273,103.93,1.258,0.934,1.05
IRN,Asia,Iran,6/15/2020,189876,2449,2292,8950,113,85.571,2233.08,28.802,26.956,105.259,1.329,1.006,1.04
IRN,Asia,Iran,6/16/2020,192439,2563,2358.857,9065,115,91.429,2263.222,30.143,27.742,106.611,1.352,1.075,1.05
IRN,Asia,Iran,6/17/2020,195051,2612,2444.714,9185,120,97,2293.941,30.719,28.752,108.022,1.411,1.141,1.04
IRN,Asia,Iran,6/18/2020,197647,2596,2498.714,9272,87,98.286,2324.472,30.531,29.387,109.045,1.023,1.156,1.03
IRN,Asia,Iran,6/19/2020,200262,2615,2533.857,9392,120,104.714,2355.227,30.754,29.8,110.457,1.411,1.232,1.02
IRN,Asia,Iran,6/20/2020,202584,2322,2518.429,9507,115,111,2382.535,27.308,29.619,111.809,1.352,1.305,1.01
IRN,Asia,Iran,6/21/2020,204952,2368,2503.571,9623,116,112.286,2410.384,27.849,29.444,113.173,1.364,1.321,1.01
IRN,Asia,Iran,6/22/2020,207525,2573,2521.286,9742,119,113.143,2440.645,30.26,29.652,114.573,1.4,1.331,1.02
IRN,Asia,Iran,6/23/2020,209970,2445,2504.429,9863,121,114,2469.4,28.755,29.454,115.996,1.423,1.341,1
IRN,Asia,Iran,6/24/2020,212501,2531,2492.857,9996,133,115.857,2499.166,29.766,29.318,117.56,1.564,1.363,1
IRN,Asia,Iran,6/25/2020,215096,2595,2492.714,10130,134,122.571,2529.685,30.519,29.316,119.136,1.576,1.442,1.01
IRN,Asia,Iran,6/26/2020,217724,2628,2494.571,10239,109,121,2560.592,30.907,29.338,120.418,1.282,1.423,1.03
IRN,Asia,Iran,6/27/2020,220180,2456,2513.714,10364,125,122.429,2589.477,28.884,29.563,121.888,1.47,1.44,1.03
IRN,Asia,Iran,6/28/2020,222669,2489,2531,10508,144,126.429,2618.749,29.272,29.766,123.582,1.694,1.487,1.03
IRN,Asia,Iran,6/29/2020,225205,2536,2525.714,10670,162,132.571,2648.574,29.825,29.704,125.487,1.905,1.559,1.01
IRN,Asia,Iran,6/30/2020,227662,2457,2527.429,10817,147,136.286,2677.471,28.896,29.724,127.216,1.729,1.603,0.99
IRN,Asia,Iran,7/1/2020,230211,2549,2530,10958,141,137.429,2707.449,29.978,29.755,128.874,1.658,1.616,0.99
IRN,Asia,Iran,7/2/2020,232863,2652,2538.143,11106,148,139.429,2738.638,31.189,29.85,130.615,1.741,1.64,1.01
IRN,Asia,Iran,7/3/2020,235429,2566,2529.286,11260,154,145.857,2768.816,30.178,29.746,132.426,1.811,1.715,1.01
IRN,Asia,Iran,7/4/2020,237878,2449,2528.286,11408,148,149.143,2797.618,28.802,29.734,134.166,1.741,1.754,1.02
IRN,Asia,Iran,7/5/2020,240438,2560,2538.429,11571,163,151.857,2827.726,30.107,29.854,136.083,1.917,1.786,1.04
IRN,Asia,Iran,7/6/2020,243051,2613,2549.429,11731,160,151.571,2858.456,30.731,29.983,137.965,1.882,1.783,1.03
IRN,Asia,Iran,7/7/2020,245688,2637,2575.143,11931,200,159.143,2889.469,31.013,30.286,140.317,2.352,1.872,1
IRN,Asia,Iran,7/8/2020,248379,2691,2595.429,12084,153,160.857,2921.118,31.648,30.524,142.117,1.799,1.892,0.97
IRN,Asia,Iran,7/9/2020,250458,2079,2513.571,12305,221,171.286,2945.568,24.451,29.561,144.716,2.599,2.014,0.89
IRN,Asia,Iran,7/10/2020,252720,2262,2470.143,12447,142,169.571,2972.171,26.603,29.051,146.386,1.67,1.994,0.92
IRN,Asia,Iran,7/11/2020,255117,2397,2462.714,12635,188,175.286,3000.361,28.19,28.963,148.597,2.211,2.061,0.97
IRN,Asia,Iran,7/12/2020,257303,2186,2409.286,12829,194,179.714,3026.07,25.709,28.335,150.878,2.282,2.114,0.96
IRN,Asia,Iran,7/13/2020,259652,2349,2371.571,13032,203,185.857,3053.696,27.626,27.891,153.266,2.387,2.186,0.97
IRN,Asia,Iran,7/14/2020,262173,2521,2355,13211,179,182.857,3083.345,29.649,27.697,155.371,2.105,2.151,0.98
IRN,Asia,Iran,7/15/2020,264561,2388,2311.714,13410,199,189.429,3111.43,28.085,27.187,157.711,2.34,2.228,0.97
IRN,Asia,Iran,7/16/2020,267061,2500,2371.857,13608,198,186.143,3140.831,29.402,27.895,160.04,2.329,2.189,0.98
IRN,Asia,Iran,7/17/2020,269440,2379,2388.571,13791,183,192,3168.81,27.979,28.091,162.192,2.152,2.258,0.98
IRN,Asia,Iran,7/18/2020,271606,2166,2355.571,13979,188,192,3194.284,25.474,27.703,164.403,2.211,2.258,0.97
IRN,Asia,Iran,7/19/2020,273788,2182,2355,14188,209,194.143,3219.946,25.662,27.697,166.861,2.458,2.283,0.99
IRN,Asia,Iran,7/20/2020,276202,2414,2364.286,14405,217,196.143,3248.336,28.39,27.806,169.413,2.552,2.307,1.02
IRN,Asia,Iran,7/21/2020,278827,2625,2379.143,14634,229,203.286,3279.208,30.872,27.98,172.106,2.693,2.391,1.04
IRN,Asia,Iran,7/22/2020,281413,2586,2407.429,14853,219,206.143,3309.621,30.413,28.313,174.682,2.576,2.424,1.04
IRN,Asia,Iran,7/23/2020,284034,2621,2424.714,15074,221,209.429,3340.446,30.825,28.516,177.281,2.599,2.463,1.03
IRN,Asia,Iran,7/24/2020,286523,2489,2440.429,15289,215,214,3369.719,29.272,28.701,179.81,2.529,2.517,1.02
IRN,Asia,Iran,7/25/2020,288839,2316,2461.857,15484,195,215,3396.957,27.238,28.953,182.103,2.293,2.529,1.01
IRN,Asia,Iran,7/26/2020,291172,2333,2483.429,15700,216,216,3424.394,27.438,29.207,184.643,2.54,2.54,1.01
IRN,Asia,Iran,7/27/2020,293606,2434,2486.286,15912,212,215.286,3453.02,28.626,29.241,187.137,2.493,2.532,1.02
IRN,Asia,Iran,7/28/2020,296273,2667,2492.286,16147,235,216.143,3484.386,31.366,29.311,189.9,2.764,2.542,1.03
IRN,Asia,Iran,7/29/2020,298909,2636,2499.429,16343,196,212.857,3515.387,31.001,29.395,192.206,2.305,2.503,1.03
IRN,Asia,Iran,7/30/2020,301530,2621,2499.429,16569,226,213.571,3546.212,30.825,29.395,194.863,2.658,2.512,1.04
IRN,Asia,Iran,7/31/2020,304204,2674,2525.857,16766,197,211,3577.66,31.448,29.706,197.18,2.317,2.482,1.05
IRN,Asia,Iran,8/1/2020,306752,2548,2559,16982,216,214,3607.626,29.966,30.096,199.721,2.54,2.517,1.07
IRN,Asia,Iran,8/2/2020,309437,2685,2609.286,17190,208,212.857,3639.204,31.578,30.687,202.167,2.446,2.503,1.07
IRN,Asia,Iran,8/3/2020,312035,2598,2632.714,17405,215,213.286,3669.758,30.554,30.963,204.695,2.529,2.508,1.04
IRN,Asia,Iran,8/4/2020,314786,2751,2644.714,17617,212,210,3702.112,32.354,31.104,207.189,2.493,2.47,1.02
IRN,Asia,Iran,8/5/2020,317483,2697,2653.429,17802,185,208.429,3733.831,31.719,31.206,209.364,2.176,2.451,1
IRN,Asia,Iran,8/6/2020,320117,2634,2655.286,17976,174,201,3764.809,30.978,31.228,211.411,2.046,2.364,0.97
IRN,Asia,Iran,8/7/2020,322567,2450,2623.286,18132,156,195.143,3793.622,28.814,30.852,213.245,1.835,2.295,0.93
IRN,Asia,Iran,8/8/2020,324692,2125,2562.857,18264,132,183.143,3818.614,24.992,30.141,214.798,1.552,2.154,0.9
IRN,Asia,Iran,8/9/2020,326712,2020,2467.857,18427,163,176.714,3842.371,23.757,29.024,216.715,1.917,2.078,0.89
IRN,Asia,Iran,8/10/2020,328844,2132,2401.286,18616,189,173,3867.444,25.074,28.241,218.938,2.223,2.035,0.9
IRN,Asia,Iran,8/11/2020,331189,2345,2343.286,18800,184,169,3895.023,27.579,27.559,221.102,2.164,1.988,0.94
IRN,Asia,Iran,8/12/2020,333699,2510,2316.571,18988,188,169.429,3924.543,29.519,27.245,223.313,2.211,1.993,0.98
IRN,Asia,Iran,8/13/2020,336324,2625,2315.286,19162,174,169.429,3955.415,30.872,27.229,225.359,2.046,1.993,1.01
IRN,Asia,Iran,8/14/2020,338825,2501,2322.571,19331,169,171.286,3984.828,29.414,27.315,227.347,1.988,2.014,1
IRN,Asia,Iran,8/15/2020,341070,2245,2339.714,19492,161,175.429,4011.231,26.403,27.517,229.24,1.893,2.063,0.98
IRN,Asia,Iran,8/16/2020,343203,2133,2355.857,19639,147,173.143,4036.317,25.086,27.707,230.969,1.729,2.036,0.96
IRN,Asia,Iran,8/17/2020,345450,2247,2372.286,19804,165,169.714,4062.743,26.426,27.9,232.909,1.941,1.996,0.96
IRN,Asia,Iran,8/18/2020,347835,2385,2378,19972,168,167.429,4090.792,28.049,27.967,234.885,1.976,1.969,0.96
IRN,Asia,Iran,8/19/2020,350279,2444,2368.571,20125,153,162.429,4119.536,28.743,27.856,236.685,1.799,1.91,0.96
IRN,Asia,Iran,8/20/2020,352558,2279,2319.143,20264,139,157.429,4146.338,26.803,27.275,238.319,1.635,1.851,0.94
IRN,Asia,Iran,8/21/2020,354764,2206,2277,20376,112,149.286,4172.282,25.944,26.779,239.637,1.317,1.756,0.94
IRN,Asia,Iran,8/22/2020,356792,2028,2246,20502,126,144.286,4196.133,23.851,26.415,241.118,1.482,1.697,0.95
IRN,Asia,Iran,8/23/2020,358905,2113,2243.143,20643,141,143.429,4220.984,24.85,26.381,242.777,1.658,1.687,0.97
IRN,Asia,Iran,8/24/2020,361150,2245,2242.857,20776,133,138.857,4247.386,26.403,26.378,244.341,1.564,1.633,0.97
IRN,Asia,Iran,8/25/2020,363363,2213,2218.286,20901,125,132.714,4273.413,26.026,26.089,245.811,1.47,1.561,0.95
IRN,Asia,Iran,8/26/2020,365606,2243,2189.571,21020,119,127.857,4299.792,26.379,25.751,247.21,1.4,1.504,0.94
IRN,Asia,Iran,8/27/2020,367796,2190,2176.857,21137,117,124.714,4325.548,25.756,25.601,248.586,1.376,1.467,0.94
IRN,Asia,Iran,8/28/2020,369911,2115,2163.857,21249,112,124.714,4350.422,24.874,25.449,249.904,1.317,1.467,0.92
IRN,Asia,Iran,8/29/2020,371816,1905,2146.286,21359,110,122.429,4372.826,22.404,25.242,251.197,1.294,1.44,0.9
IRN,Asia,Iran,8/30/2020,373570,1754,2095,21462,103,117,4393.455,20.628,24.639,252.409,1.211,1.376,0.86
IRN,Asia,Iran,8/31/2020,375212,1642,2008.857,21571,109,113.571,4412.766,19.311,23.626,253.691,1.282,1.336,0.82
IRN,Asia,Iran,9/1/2020,376894,1682,1933,21672,101,110.143,4432.547,19.782,22.733,254.878,1.188,1.295,0.83
IRN,Asia,Iran,9/2/2020,378752,1858,1878,21797,125,111,4454.399,21.851,22.087,256.349,1.47,1.305,0.88
IRN,Asia,Iran,9/3/2020,380746,1994,1850,21926,129,112.714,4477.85,23.451,21.757,257.866,1.517,1.326,0.96
IRN,Asia,Iran,9/4/2020,382772,2026,1837.286,22044,118,113.571,4501.677,23.827,21.608,259.253,1.388,1.336,0.99
IRN,Asia,Iran,9/5/2020,384666,1894,1835.714,22154,110,113.571,4523.952,22.275,21.589,260.547,1.294,1.336,1.03
IRN,Asia,Iran,9/6/2020,386658,1992,1869.714,22293,139,118.714,4547.379,23.427,21.989,262.182,1.635,1.396,1.06
IRN,Asia,Iran,9/7/2020,388810,2152,1942.571,22410,117,119.857,4572.688,25.309,22.846,263.558,1.376,1.41,1.08
IRN,Asia,Iran,9/8/2020,391112,2302,2031.143,22542,132,124.286,4599.761,27.073,23.888,265.11,1.552,1.462,1.08
IRN,Asia,Iran,9/9/2020,393425,2313,2096.143,22669,127,124.571,4626.964,27.203,24.652,266.604,1.494,1.465,1.06
IRN,Asia,Iran,9/10/2020,395488,2063,2106,22798,129,124.571,4651.226,24.262,24.768,268.121,1.517,1.465,1.04
IRN,Asia,Iran,9/11/2020,397801,2313,2147,22913,115,124.143,4678.429,27.203,25.25,269.474,1.352,1.46,1.07
IRN,Asia,Iran,9/12/2020,399940,2139,2182,23029,116,125,4703.585,25.156,25.662,270.838,1.364,1.47,1.09
IRN,Asia,Iran,9/13/2020,402029,2089,2195.857,23157,128,123.429,4728.153,24.568,25.825,272.343,1.505,1.452,1.11
IRN,Asia,Iran,9/14/2020,404648,2619,2262.571,23313,156,129,4758.954,30.801,26.609,274.178,1.835,1.517,1.18
